drop_type,mob_vnum,mob_name,mob_level,mob_exp,drop_slot,item_vnum,item_name,drop_rate,rate_scale,group_num,group_type
direct,228,King Chmero,20,311000,6,327,,10000,roll_0_10000,,
direct,228,King Chmero,20,311000,7,367,,10000,roll_0_10000,,
direct,228,King Chmero,20,311000,8,311,,10000,roll_0_10000,,
direct,228,King Chmero,20,311000,9,133,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,0,312,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,1,317,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,2,322,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,3,411,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,4,328,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,5,333,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,6,338,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,7,416,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,8,158,,10000,roll_0_10000,,
direct,229,King Pro Giant,35,694000,9,195,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,0,313,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,1,318,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,2,361,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,3,412,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,4,329,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,5,334,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,6,339,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,7,417,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,8,133,,10000,roll_0_10000,,
direct,230,King Battle Giant,50,1821000,9,197,,10000,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,0,471,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,1,472,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,2,473,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,3,474,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,4,475,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,5,476,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,6,477,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,7,478,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,8,479,,0,roll_0_10000,,
direct,244,Raven Valkyrie,168,705500,9,480,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,0,471,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,1,472,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,2,473,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,3,474,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,4,475,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,5,476,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,6,477,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,7,478,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,8,479,,0,roll_0_10000,,
direct,245,Bat Dragon,175,965700,9,480,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,0,471,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,1,472,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,2,473,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,3,474,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,4,475,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,5,476,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,6,477,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,7,478,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,8,479,,0,roll_0_10000,,
direct,247,Ghost Raven,175,1089600,9,480,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,0,471,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,1,472,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,2,473,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,3,474,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,4,475,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,5,558,,10000,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,6,477,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,7,478,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,8,479,,0,roll_0_10000,,
direct,249,Flying Devil King,186,19000000,9,480,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,0,471,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,1,472,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,2,473,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,3,474,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,4,475,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,5,476,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,6,477,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,7,478,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,8,479,,0,roll_0_10000,,
direct,250,Shadow Armor Dragon,195,11905000,9,480,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,0,154,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,1,187,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,2,170,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,3,49,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,4,34,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,5,37,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,6,365,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,7,343,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,8,326,,0,roll_0_10000,,
direct,256,Summoned Eyren,5,3700,9,140,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,0,314,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,1,319,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,2,362,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,3,413,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,4,370,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,5,375,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,6,380,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,7,428,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,8,180,,0,roll_0_10000,,
direct,258,Pitcher,142,443000,9,177,,0,roll_0_10000,,
direct,259,Rinch,138,415000,0,471,,0,roll_0_10000,,
direct,259,Rinch,138,415000,1,472,,0,roll_0_10000,,
direct,259,Rinch,138,415000,2,473,,0,roll_0_10000,,
direct,259,Rinch,138,415000,3,474,,0,roll_0_10000,,
direct,259,Rinch,138,415000,4,475,,0,roll_0_10000,,
direct,259,Rinch,138,415000,5,476,,0,roll_0_10000,,
direct,259,Rinch,138,415000,6,477,,0,roll_0_10000,,
direct,259,Rinch,138,415000,7,478,,0,roll_0_10000,,
direct,259,Rinch,138,415000,8,479,,0,roll_0_10000,,
direct,259,Rinch,138,415000,9,480,,0,roll_0_10000,,
direct,260,Risk,154,544000,0,314,,0,roll_0_10000,,
direct,260,Risk,154,544000,1,319,,0,roll_0_10000,,
direct,260,Risk,154,544000,2,362,,0,roll_0_10000,,
direct,260,Risk,154,544000,3,413,,0,roll_0_10000,,
direct,260,Risk,154,544000,4,370,,0,roll_0_10000,,
direct,260,Risk,154,544000,5,375,,0,roll_0_10000,,
direct,260,Risk,154,544000,6,380,,0,roll_0_10000,,
direct,260,Risk,154,544000,7,428,,0,roll_0_10000,,
direct,260,Risk,154,544000,8,180,,0,roll_0_10000,,
direct,260,Risk,154,544000,9,177,,0,roll_0_10000,,
direct,261,Punch,146,473000,0,471,,0,roll_0_10000,,
direct,261,Punch,146,473000,1,472,,0,roll_0_10000,,
direct,261,Punch,146,473000,2,473,,0,roll_0_10000,,
direct,261,Punch,146,473000,3,474,,0,roll_0_10000,,
direct,261,Punch,146,473000,4,475,,0,roll_0_10000,,
direct,261,Punch,146,473000,5,476,,0,roll_0_10000,,
direct,261,Punch,146,473000,6,477,,0,roll_0_10000,,
direct,261,Punch,146,473000,7,478,,0,roll_0_10000,,
direct,261,Punch,146,473000,8,479,,0,roll_0_10000,,
direct,261,Punch,146,473000,9,480,,0,roll_0_10000,,
direct,262,Ant,158,569000,0,254,,0,roll_0_10000,,
direct,262,Ant,158,569000,1,291,,0,roll_0_10000,,
direct,262,Ant,158,569000,2,410,,0,roll_0_10000,,
direct,262,Ant,158,569000,3,290,,0,roll_0_10000,,
direct,262,Ant,158,569000,4,481,,0,roll_0_10000,,
direct,262,Ant,158,569000,5,482,,0,roll_0_10000,,
direct,262,Ant,158,569000,6,483,,0,roll_0_10000,,
direct,262,Ant,158,569000,7,289,,0,roll_0_10000,,
direct,262,Ant,158,569000,8,259,,0,roll_0_10000,,
direct,262,Ant,158,569000,9,470,,0,roll_0_10000,,
direct,263,Templar,170,653000,0,471,,0,roll_0_10000,,
direct,263,Templar,170,653000,1,472,,0,roll_0_10000,,
direct,263,Templar,170,653000,2,473,,0,roll_0_10000,,
direct,263,Templar,170,653000,3,474,,0,roll_0_10000,,
direct,263,Templar,170,653000,4,475,,0,roll_0_10000,,
direct,263,Templar,170,653000,5,476,,0,roll_0_10000,,
direct,263,Templar,170,653000,6,477,,0,roll_0_10000,,
direct,263,Templar,170,653000,7,478,,0,roll_0_10000,,
direct,263,Templar,170,653000,8,479,,0,roll_0_10000,,
direct,263,Templar,170,653000,9,480,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,0,471,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,1,472,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,2,473,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,3,474,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,4,475,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,5,476,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,6,477,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,7,478,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,8,479,,0,roll_0_10000,,
direct,264,Iron Dragon,180,3500000,9,480,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,0,471,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,1,472,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,2,473,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,3,474,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,4,475,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,5,476,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,6,477,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,7,478,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,8,479,,0,roll_0_10000,,
direct,265,Earth Dragon,200,15000000,9,480,,0,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,0,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,1,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,2,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,3,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,4,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,5,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,6,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,7,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,8,965,,10000,roll_0_10000,,
direct,280,Ebony Assassin,172,665000,9,965,,10000,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,0,641,,5500,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,1,642,,5500,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,2,643,,5500,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,3,644,,5500,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,4,930,,5500,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,5,221,,10000,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,6,221,,10000,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,7,221,,10000,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,8,221,,10000,roll_0_10000,,
direct,281,Soul Reaper,206,133700000,9,221,,10000,roll_0_10000,,
direct,284,Gangster Shark,1,100000,0,1056,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,1,1057,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,2,1058,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,3,1059,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,4,1060,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,5,1061,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,6,1083,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,7,1083,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,8,1058,,500,roll_0_10000,,
direct,284,Gangster Shark,1,100000,9,1059,,500,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,0,471,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,1,472,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,2,473,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,3,474,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,4,475,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,5,476,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,6,477,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,7,478,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,8,479,,0,roll_0_10000,,
direct,291,Battle Dragon,169,25000000,9,480,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,0,471,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,1,472,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,2,473,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,3,474,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,4,475,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,5,476,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,6,477,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,7,478,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,8,479,,0,roll_0_10000,,
direct,292,Wolf Dragon,158,2767000,9,480,,0,roll_0_10000,,
direct,294,Winter Knight,260,12750000,0,978,,10000,roll_0_10000,,
direct,294,Winter Knight,260,12750000,1,881,,500,roll_0_10000,,
direct,294,Winter Knight,260,12750000,2,885,,500,roll_0_10000,,
direct,294,Winter Knight,260,12750000,3,889,,500,roll_0_10000,,
direct,294,Winter Knight,260,12750000,4,899,,500,roll_0_10000,,
direct,294,Winter Knight,260,12750000,5,558,,10000,roll_0_10000,,
direct,294,Winter Knight,260,12750000,6,216,,10000,roll_0_10000,,
direct,294,Winter Knight,260,12750000,7,217,,7500,roll_0_10000,,
direct,294,Winter Knight,260,12750000,8,218,,2500,roll_0_10000,,
direct,294,Winter Knight,260,12750000,9,219,,1000,roll_0_10000,,
direct,295,Ice Collector,160,3000000,0,978,,10000,roll_0_10000,,
direct,295,Ice Collector,160,3000000,1,498,,2500,roll_0_10000,,
direct,295,Ice Collector,160,3000000,2,502,,2500,roll_0_10000,,
direct,295,Ice Collector,160,3000000,3,506,,2500,roll_0_10000,,
direct,295,Ice Collector,160,3000000,4,859,,2500,roll_0_10000,,
direct,295,Ice Collector,160,3000000,5,215,,10000,roll_0_10000,,
direct,295,Ice Collector,160,3000000,6,216,,10000,roll_0_10000,,
direct,295,Ice Collector,160,3000000,7,217,,4500,roll_0_10000,,
direct,295,Ice Collector,160,3000000,8,218,,1500,roll_0_10000,,
direct,295,Ice Collector,160,3000000,9,219,,500,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,0,978,,10000,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,1,984,,1500,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,2,989,,1500,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,3,994,,1500,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,4,999,,1500,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,5,215,,10000,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,6,216,,10000,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,7,217,,5500,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,8,218,,2000,roll_0_10000,,
direct,296,Ice Cracker,200,6300000,9,219,,500,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,0,978,,10000,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,1,624,,1500,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,2,629,,1500,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,3,633,,1500,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,4,880,,1500,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,5,215,,10000,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,6,216,,10000,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,7,217,,6500,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,8,218,,2000,roll_0_10000,,
direct,297,Hail Wizard,230,9300000,9,219,,500,roll_0_10000,,
direct,298,Ice Harper,180,4500000,0,978,,10000,roll_0_10000,,
direct,298,Ice Harper,180,4500000,1,696,,2500,roll_0_10000,,
direct,298,Ice Harper,180,4500000,2,701,,2500,roll_0_10000,,
direct,298,Ice Harper,180,4500000,3,706,,2500,roll_0_10000,,
direct,298,Ice Harper,180,4500000,4,711,,2500,roll_0_10000,,
direct,298,Ice Harper,180,4500000,5,215,,10000,roll_0_10000,,
direct,298,Ice Harper,180,4500000,6,216,,10000,roll_0_10000,,
direct,298,Ice Harper,180,4500000,7,217,,5000,roll_0_10000,,
direct,298,Ice Harper,180,4500000,8,218,,1500,roll_0_10000,,
direct,298,Ice Harper,180,4500000,9,219,,500,roll_0_10000,,
direct,299,Clay Soul,210,7200000,0,978,,10000,roll_0_10000,,
direct,299,Clay Soul,210,7200000,1,984,,2500,roll_0_10000,,
direct,299,Clay Soul,210,7200000,2,989,,2500,roll_0_10000,,
direct,299,Clay Soul,210,7200000,3,994,,2500,roll_0_10000,,
direct,299,Clay Soul,210,7200000,4,999,,2500,roll_0_10000,,
direct,299,Clay Soul,210,7200000,5,215,,10000,roll_0_10000,,
direct,299,Clay Soul,210,7200000,6,216,,10000,roll_0_10000,,
direct,299,Clay Soul,210,7200000,7,217,,6000,roll_0_10000,,
direct,299,Clay Soul,210,7200000,8,218,,2000,roll_0_10000,,
direct,299,Clay Soul,210,7200000,9,219,,500,roll_0_10000,,
direct,300,Frozen Head,190,5400000,0,978,,10000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,1,696,,4000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,2,701,,4000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,3,706,,4000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,4,711,,4000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,5,215,,10000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,6,216,,10000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,7,217,,5500,roll_0_10000,,
direct,300,Frozen Head,190,5400000,8,218,,2000,roll_0_10000,,
direct,300,Frozen Head,190,5400000,9,219,,500,roll_0_10000,,
direct,301,Snow Cat,100,100,0,471,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,1,472,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,2,473,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,3,474,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,4,475,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,5,476,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,6,477,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,7,478,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,8,479,,0,roll_0_10000,,
direct,301,Snow Cat,100,100,9,480,,0,roll_0_10000,,
direct,302,Ice Risk,220,8250000,0,978,,10000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,1,624,,1000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,2,629,,1000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,3,633,,1000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,4,880,,1000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,5,215,,10000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,6,216,,10000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,7,217,,6000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,8,218,,2000,roll_0_10000,,
direct,302,Ice Risk,220,8250000,9,219,,500,roll_0_10000,,
direct,304,Perky Socks,1,100,0,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,1,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,2,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,3,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,4,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,5,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,6,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,7,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,8,1126,,10000,roll_0_10000,,
direct,304,Perky Socks,1,100,9,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,0,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,1,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,2,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,3,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,4,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,5,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,6,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,7,1126,,10000,roll_0_10000,,
direct,305,Snowman,250,250000,8,1126,,10000,roll_0_10000,,
direct,315,Monkey,1,100,0,215,,0,roll_0_10000,,
direct,315,Monkey,1,100,1,216,,0,roll_0_10000,,
direct,315,Monkey,1,100,2,217,,0,roll_0_10000,,
direct,315,Monkey,1,100,3,218,,0,roll_0_10000,,
direct,315,Monkey,1,100,4,219,,0,roll_0_10000,,
direct,315,Monkey,1,100,5,220,,0,roll_0_10000,,
direct,315,Monkey,1,100,6,221,,0,roll_0_10000,,
direct,315,Monkey,1,100,7,478,,0,roll_0_10000,,
direct,315,Monkey,1,100,8,479,,0,roll_0_10000,,
direct,315,Monkey,1,100,9,480,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,0,471,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,1,472,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,2,473,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,3,474,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,4,475,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,5,476,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,6,477,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,7,478,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,8,479,,0,roll_0_10000,,
direct,316,White Horn Nail,166,100,9,480,,0,roll_0_10000,,
direct,319,White Horn Gatekeeper,0,1,0,471,,0,roll_0_10000,,
direct,319,White Horn Gatekeeper,0,1,1,472,,0,roll_0_10000,,
direct,319,White Horn Gatekeeper,0,1,2,473,,0,roll_0_10000,,
direct,319,White Horn Gatekeeper,0,1,3,474,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,0,471,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,1,472,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,2,473,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,3,474,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,4,475,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,5,476,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,6,477,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,7,478,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,8,479,,0,roll_0_10000,,
direct,324,Devil Dyor,1,1,9,480,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,0,475,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,1,476,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,2,477,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,3,712,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,4,484,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,5,485,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,6,486,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,7,715,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,8,295,,0,roll_0_10000,,
direct,325,Summoned Sad shadow,120,841600,9,470,,0,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,0,624,,10000,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,1,629,,10000,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,2,633,,10000,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,3,880,,10000,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,5,881,,10000,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,6,885,,10000,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,7,889,,10000,roll_0_10000,,
direct,331,Boss War Giant,300,6000000,8,899,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,0,1191,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,1,1195,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,2,1199,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,3,1203,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,4,1207,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,5,1211,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,6,2156,,5000,roll_0_10000,,
direct,352,Mouel,300,123000000,7,1219,,10000,roll_0_10000,,
direct,352,Mouel,300,123000000,8,2155,,5000,roll_0_10000,,
direct,352,Mouel,300,123000000,9,1227,,10000,roll_0_10000,,
direct,353,Kisare,291,86100000,0,1062,,7000,roll_0_10000,,
direct,353,Kisare,291,86100000,1,1063,,7000,roll_0_10000,,
direct,353,Kisare,291,86100000,2,1064,,7000,roll_0_10000,,
direct,353,Kisare,291,86100000,3,1065,,7000,roll_0_10000,,
direct,353,Kisare,291,86100000,4,1066,,7000,roll_0_10000,,
direct,353,Kisare,291,86100000,5,1147,,7000,roll_0_10000,,
direct,353,Kisare,291,86100000,6,1152,,7000,roll_0_10000,,
direct,353,Kisare,291,86100000,7,1067,,10000,roll_0_10000,,
direct,353,Kisare,291,86100000,8,220,,2500,roll_0_10000,,
direct,353,Kisare,291,86100000,9,221,,1000,roll_0_10000,,
direct,354,Sicrin,284,80073000,0,1062,,7000,roll_0_10000,,
